yyyy,PerNo,PerStatus,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2015,7111,0,1,1,4,16,4,0,0,0,0,0,22,2,5,2,5,1,1,2,90,0,0,5,4,9,0,0,1,1,1,2,2,2,10,1,5,4,3,3,2,,3,1,9,16178
2016,7111,0,1,1,4,16,4,0,0,0,0,0,21,1,5,1,5,1,0,3,84,0,0,6,2,10,0,0,1,0,0,6,7,2,11,1,6,4,3,3,2,,3,1,9,16178
2017,7111,0,1,1,4,16,4,0,0,0,0,0,22,2,5,1,5,1,0,2,56,0,0,6,3,9,0,0,1,0,0,6,7,2,11,1,6,4,3,3,2,,3,1,9,16178
2014,7113,0,0,1,1,10,1,0,0,0,0,0,23,1,5,0,6,0,0,1,2,1,0,2,2,7,0,0,0,0,0,9,3,2,8,1,5,4,2,1,3,3,8,0,8,10011
2015,7113,1,0,1,1,10,1,0,0,0,0,0,23,2,5,0,6,0,0,1,2,0,0,2,3,7,0,0,1,0,0,5,4,2,8,1,5,5,2,1,3,3,8,0,8,10011
2014,7115,0,1,1,7,13,1,0,0,0,0,0,22,3,5,2,6,1,0,4,9,1,0,3,4,9,0,0,1,0,1,10,4,2,9,1,3,2,3,1,2,,3,0,8,13168
2015,7115,0,1,1,7,13,1,0,0,0,0,0,22,2,5,5,6,0,0,4,10,1,0,3,2,9,0,0,1,0,2,10,8,3,9,1,4,2,3,1,2,,3,1,8,13084
2016,7115,1,1,1,7,13,1,0,0,0,0,0,21,1,5,0,6,0,0,4,5,0,0,4,8,10,0,0,1,0,0,10,2,2,9,1,4,3,3,1,2,,3,1,8,13084
2014,7116,0,1,2,3,14,6,0,0,0,0,1,17,1,1,0,6,0,1,1,9,0,1,1,4,5,0,0,3,1,6,2,1,4,5,2,2,2,0,0,,4,3,1,8,14193
2015,7116,0,1,2,3,14,6,0,0,0,0,1,17,1,1,0,6,0,2,1,5,0,0,1,3,4,0,0,3,1,5,2,1,5,6,2,2,2,0,0,,4,3,1,8,14193
2016,7116,1,1,2,3,14,6,0,0,0,0,1,21,1,1,0,6,0,0,2,2,0,0,1,4,6,0,0,3,0,3,2,1,5,6,2,3,3,0,0,,4,3,1,8,14193
2014,7117,0,1,1,7,4,1,0,0,0,0,0,23,3,5,6,6,0,0,0,2,0,0,2,5,6,0,0,1,5,0,5,10,2,5,2,3,3,0,0,,3,5,1,8,4010
2015,7117,0,1,1,7,4,1,0,0,0,0,0,23,2,5,1,6,0,0,1,2,0,0,2,7,6,0,0,1,2,1,5,1,2,5,2,3,3,0,0,,3,5,1,8,4010
2016,7117,0,1,1,7,4,1,0,0,0,0,0,23,3,5,1,6,0,0,1,2,0,0,2,8,6,0,0,3,1,2,5,8,5,6,2,3,3,0,0,,3,5,1,8,4010
2017,7117,0,1,1,7,4,1,0,0,0,0,0,23,3,5,1,6,1,0,1,2,0,0,2,7,7,0,0,3,0,2,5,8,2,6,2,3,3,0,0,,3,5,1,8,4010
2014,7121,0,1,1,4,16,1,0,0,0,0,0,22,1,5,3,6,0,0,2,5,1,1,1,2,10,0,0,1,0,0,10,8,2,6,1,3,2,2,1,2,4,6,0,9,16001
2015,7121,0,1,1,4,16,1,0,0,0,0,0,22,1,5,4,5,0,0,1,10,1,0,1,8,10,0,0,1,0,1,10,4,3,6,1,3,2,2,1,2,4,6,0,9,16001
2016,7121,0,1,1,4,14,1,0,0,0,0,0,22,3,5,6,6,0,0,1,9,0,0,1,0,8,0,0,2,0,1,10,3,5,7,1,3,2,2,1,2,4,6,0,9,14067
2017,7121,0,1,1,4,14,1,0,0,0,0,0,23,3,5,3,6,0,0,1,7,0,0,2,2,3,0,0,5,1,3,10,7,2,7,1,3,3,2,1,2,4,6,2,9,14067
2014,7122,0,0,1,3,20,6,0,0,0,0,0,23,1,5,0,6,0,0,2,1,0,0,2,4,6,0,0,0,0,0,4,4,5,10,1,6,5,3,2,2,1,9,2,8,20069
2015,7122,0,0,1,3,20,6,0,0,0,0,0,22,3,1,0,6,0,0,1,1,0,0,2,3,7,0,0,0,0,0,4,8,5,10,1,7,5,3,2,2,1,9,2,8,20069
2016,7122,0,0,1,3,20,6,0,0,0,0,0,22,1,1,0,6,0,0,1,0,0,0,2,5,6,0,0,1,0,0,4,9,5,11,1,7,5,3,2,2,1,9,2,8,20069
2017,7122,1,0,1,3,20,6,0,0,0,0,0,22,3,5,0,6,0,0,1,0,0,0,3,2,7,0,0,0,0,0,4,8,5,11,1,7,6,3,2,2,1,9,2,8,20069
2014,7124,0,1,1,4,14,1,0,0,0,0,0,23,1,5,0,6,1,0,5,5,0,0,1,2,7,0,0,2,0,3,10,7,2,4,1,1,1,1,1,,,6,1,8,14048
2015,7124,1,1,1,4,14,1,0,0,0,0,0,22,1,5,0,6,4,0,5,7,0,0,1,1,7,0,0,2,0,3,10,2,2,4,1,1,1,1,1,,,6,2,8,14048
2014,7125,0,1,1,7,8,1,0,0,0,0,0,23,3,5,1,6,0,0,1,19,1,0,2,5,8,0,0,1,1,1,10,1,4,4,2,2,1,1,1,2,4,8,0,8,8157
2015,7125,0,1,1,4,8,1,0,0,0,0,0,22,3,5,1,6,0,0,1,13,1,1,1,2,9,0,0,2,0,1,10,1,4,4,2,2,2,1,1,2,4,8,0,8,8157
2016,7125,0,1,1,4,8,1,0,0,0,0,0,22,3,5,1,6,0,0,1,13,1,0,1,2,8,0,0,3,1,2,10,1,4,4,2,2,2,1,1,2,4,8,0,8,8157
2017,7125,0,1,1,4,8,1,0,0,0,0,0,21,4,5,1,6,1,0,1,17,0,0,1,3,9,0,0,3,1,2,1,1,4,5,2,2,2,1,1,2,4,8,0,8,8157
2016,7126,1,0,1,7,20,1,0,0,0,0,0,23,2,5,1,6,0,0,3,2,0,0,1,2,6,0,0,2,1,3,5,8,5,2,2,1,1,0,0,2,4,5,0,8,20037
2014,7127,0,1,1,7,16,1,0,0,0,0,0,23,2,5,4,5,2,0,3,38,0,0,1,1,5,0,0,3,0,2,5,7,2,2,1,1,1,0,0,2,,3,0,8,16070
2015,7127,0,1,1,7,16,1,0,0,0,0,0,22,3,5,9,5,1,0,5,39,0,0,1,3,7,0,0,2,0,1,5,7,5,3,1,1,1,0,0,2,,3,0,8,16070
2016,7127,0,1,1,7,16,1,0,0,0,0,0,21,2,5,2,5,0,0,2,25,0,0,2,1,9,0,0,2,0,2,5,1,2,3,1,1,1,0,0,2,,3,1,8,16070
2017,7127,0,1,1,7,16,1,0,0,0,0,0,22,2,5,3,5,1,0,2,4,0,0,2,3,8,0,0,2,0,1,5,7,2,3,1,2,2,0,0,2,,3,1,8,16070
2016,7128,1,0,1,7,17,1,0,0,0,0,0,23,3,5,2,6,0,0,2,4,0,0,1,2,6,0,0,2,0,2,5,1,5,3,2,1,1,0,0,2,4,9,0,8,17033
2014,7134,0,1,1,4,18,1,0,0,0,0,0,23,3,5,1,6,1,0,3,8,0,0,4,2,7,0,0,1,1,1,6,3,2,9,1,4,4,1,1,2,4,5,1,8,18025
2015,7134,0,1,1,4,18,1,0,0,0,0,0,23,1,5,9,6,0,0,3,6,0,0,5,3,6,0,0,1,0,1,6,3,3,10,1,5,4,1,1,2,4,5,1,8,18025
2016,7134,0,1,1,4,18,1,0,0,0,0,0,23,2,5,0,6,0,0,1,4,1,0,5,2,6,0,0,3,0,3,6,3,2,10,1,5,5,1,1,2,4,5,1,8,18025
2017,7134,0,1,1,4,18,1,0,0,0,0,0,23,3,5,2,6,0,0,7,2,1,0,5,3,6,0,0,1,0,1,6,6,5,10,1,5,5,1,1,2,4,5,1,8,18025
2014,7135,0,1,1,4,13,1,0,0,0,0,0,23,4,1,2,6,1,1,4,12,1,0,1,3,6,0,0,1,1,1,1,1,4,6,2,2,1,2,1,,4,8,0,8,13191
2015,7135,0,1,1,4,13,1,0,0,0,0,0,23,4,1,4,6,0,0,3,21,1,0,1,4,6,0,0,1,0,1,2,1,5,6,2,2,1,2,1,,4,8,0,8,13191
2016,7135,0,1,1,4,13,1,0,0,0,0,0,23,3,1,4,6,0,0,1,25,2,0,2,4,7,0,0,1,0,1,2,1,4,7,2,2,1,2,1,,4,8,0,8,13191
2017,7135,0,1,1,3,13,1,0,0,0,0,0,23,4,1,9,6,2,0,3,18,4,1,1,4,7,0,0,2,0,1,2,1,4,7,2,2,2,2,1,,4,8,0,9,13191
2017,7138,0,1,1,2,20,4,0,1,0,0,0,23,2,1,0,6,0,0,1,1,0,0,1,1,7,0,0,2,1,3,3,1,5,10,1,5,1,7,2,2,3,6,2,8,20208
2014,7140,0,1,1,2,8,2,0,0,0,0,1,23,4,5,0,6,2,2,1,6,1,0,5,4,6,0,0,1,1,1,3,9,5,12,1,7,7,0,0,,4,8,1,8,8126
2015,7140,0,1,1,2,8,2,0,0,0,0,1,23,3,5,1,6,2,2,1,8,0,0,5,5,5,0,0,1,1,1,3,1,5,13,1,7,7,0,0,,4,8,1,8,8126
2014,7141,0,0,1,4,17,1,0,0,0,0,0,18,2,5,2,6,0,0,0,8,0,0,2,1,10,0,0,1,0,2,10,1,2,6,1,3,2,2,1,2,4,8,1,8,17041
2015,7141,0,0,1,4,17,1,0,0,0,0,0,16,2,5,2,6,0,0,2,8,0,0,2,6,9,0,0,1,0,1,10,9,2,6,1,3,2,2,1,2,4,8,0,8,17041
2016,7141,0,0,1,4,17,1,0,0,0,0,0,22,2,1,10,6,0,0,3,9,0,0,2,5,8,0,0,1,0,1,10,1,5,6,1,3,2,2,1,2,4,8,1,8,17041
2017,7141,0,0,1,4,17,1,0,0,0,0,0,22,1,1,5,6,0,0,2,4,0,0,2,6,8,0,0,1,0,2,10,1,2,7,1,3,2,2,1,2,4,8,1,8,17041
2017,7145,0,0,1,4,8,1,0,0,0,0,0,23,4,5,4,6,1,0,5,5,0,0,1,2,8,0,0,1,1,1,10,1,4,5,2,1,1,0,0,,,8,0,8,8181
2014,7146,0,1,1,4,13,5,0,0,0,0,1,22,2,1,0,6,1,0,5,17,1,0,3,4,10,1,1,2,0,2,1,10,5,5,1,2,2,0,0,,,6,2,8,13191
2015,7146,0,1,1,4,13,5,0,0,0,0,1,22,2,1,1,6,2,0,4,19,1,0,3,3,7,0,0,1,0,1,1,1,5,5,1,2,2,0,0,,,6,2,8,13191
2016,7146,0,1,1,4,13,5,0,0,0,0,1,21,3,1,1,6,0,2,6,18,1,0,3,5,11,0,0,2,1,2,2,9,5,6,1,2,2,0,0,,,6,2,8,13191
2017,7146,0,1,1,4,13,5,0,0,0,0,1,22,3,1,3,6,2,2,1,12,1,0,4,3,10,0,0,2,1,2,2,1,5,6,1,3,3,0,0,,,6,2,8,13191
2015,7147,0,0,1,4,14,1,0,0,0,0,0,23,1,5,0,2,0,0,1,5,0,0,4,2,6,0,0,1,0,0,2,3,2,11,1,6,3,4,4,2,1,7,0,8,14053
2016,7147,0,0,1,4,14,1,0,0,0,0,0,23,1,5,0,2,0,0,1,2,0,0,4,4,6,0,0,1,0,0,2,3,2,11,1,6,4,4,4,2,1,7,0,8,14053
2017,7147,0,0,1,4,14,1,0,0,0,0,0,23,2,5,1,8,0,0,1,2,0,0,4,1,6,0,0,1,0,0,2,2,5,11,1,6,4,4,4,2,1,7,0,8,14160
2014,7150,0,1,1,3,13,1,0,0,0,0,0,23,2,1,2,6,0,0,1,16,1,0,1,4,6,0,0,2,0,2,2,1,5,10,1,5,3,4,3,2,4,3,3,8,13191
2015,7150,0,1,1,3,13,1,0,0,0,0,0,23,3,1,5,6,1,0,1,13,2,0,1,2,6,0,0,3,0,2,6,1,4,10,1,5,3,4,3,2,4,3,3,8,13191
2016,7150,0,1,1,3,13,1,0,0,0,0,0,23,3,1,4,6,0,0,0,10,1,0,2,3,7,0,0,3,0,3,6,1,4,11,1,6,3,4,3,2,4,3,3,8,13191
2017,7150,0,1,1,3,13,1,0,0,0,0,0,22,4,5,4,6,0,0,2,6,1,0,2,3,8,0,0,2,0,1,6,1,2,11,1,6,3,4,3,2,4,3,2,8,13191
2014,7153,0,1,1,4,14,1,0,0,0,0,0,23,1,5,1,6,0,0,1,64,1,0,1,1,6,0,0,3,0,3,5,1,2,11,1,6,5,1,1,3,,3,1,8,14040
2015,7153,0,1,1,4,14,1,0,0,0,0,0,22,1,5,2,6,0,0,0,50,0,0,2,3,7,0,0,2,1,2,5,10,2,11,1,6,6,1,1,3,,3,1,8,14040
2016,7153,0,1,1,4,14,1,0,0,0,0,0,22,2,5,2,6,1,0,1,42,0,0,2,4,7,0,0,2,1,3,5,4,2,12,1,6,6,1,1,3,,3,1,8,14040
2017,7153,0,1,1,4,14,1,0,0,0,0,0,22,2,5,1,6,1,0,1,22,0,0,2,4,8,0,0,2,1,2,5,7,2,12,1,6,6,1,1,3,,3,1,8,14057
2017,7154,0,1,1,7,18,1,0,0,0,0,0,23,1,5,0,6,2,0,5,2,1,0,1,1,6,0,0,1,0,2,10,1,4,3,2,1,1,1,1,2,,5,1,13,18025
2014,7155,0,1,1,4,20,1,0,0,0,0,1,23,2,1,0,6,2,14,4,5,0,1,1,5,6,0,0,0,2,0,10,7,5,5,2,2,2,1,0,2,,6,0,8,20127
2015,7155,0,1,1,4,20,1,0,0,0,0,1,23,1,5,0,6,5,14,4,14,0,0,1,4,6,0,0,1,2,0,10,8,5,5,2,2,2,1,0,2,,6,0,8,20127
2016,7155,0,1,1,3,20,4,0,0,0,0,1,22,2,5,0,6,2,8,2,22,1,1,1,4,7,0,0,1,2,0,1,1,5,6,2,3,2,1,0,2,,6,0,8,20127
2017,7155,0,1,1,3,20,4,0,0,0,0,1,22,1,5,0,6,3,8,2,31,1,0,1,5,8,0,0,1,2,0,1,8,5,6,2,3,2,1,0,2,,6,0,8,20127
2014,7157,0,1,1,7,13,1,0,0,0,0,0,23,2,5,1,6,0,0,1,4,0,0,2,5,6,0,0,1,0,0,5,8,2,12,1,7,6,3,2,3,3,3,1,8,13168
2015,7157,0,1,1,7,13,1,0,0,0,0,0,23,2,5,0,6,0,0,1,4,0,0,3,6,6,0,0,1,0,0,5,9,2,12,1,8,6,3,2,3,3,3,1,8,13168
2016,7157,0,1,1,7,13,1,0,0,0,0,0,23,2,5,1,6,0,0,1,3,0,0,3,3,6,0,0,1,0,0,5,1,2,13,1,8,6,3,2,3,3,3,1,8,13168
2014,7159,0,0,2,7,19,1,0,0,0,0,0,23,1,5,0,6,0,0,1,1,0,0,3,5,6,0,0,0,0,0,5,5,2,6,2,5,5,0,0,,3,3,1,8,19039
2015,7159,0,0,2,7,19,1,0,0,0,0,0,23,1,5,1,6,0,0,1,1,0,0,3,5,6,0,0,0,0,0,5,7,5,7,2,5,5,0,0,,3,3,1,8,19039
2016,7159,0,0,2,7,19,1,0,0,0,0,0,23,1,5,0,6,0,0,1,2,0,0,3,4,6,0,0,0,0,0,10,8,5,7,2,5,5,0,0,,3,3,1,8,19039
2017,7159,0,0,2,7,19,1,0,0,0,0,0,23,2,5,1,6,0,0,1,1,0,0,4,2,6,0,0,0,0,0,10,8,2,7,2,5,5,0,0,,3,3,1,8,19039
2015,7160,0,1,1,7,13,1,0,1,0,1,1,24,3,5,1,6,0,0,5,6,0,0,1,0,5,0,0,1,1,0,5,10,4,2,2,1,1,0,0,2,4,2,0,8,13151
2016,7160,0,1,1,7,13,1,0,1,0,1,1,23,4,5,1,6,2,0,4,9,0,0,1,3,5,0,0,4,1,2,5,1,4,2,2,1,1,0,0,2,4,2,0,8,13151
2017,7160,0,1,1,7,13,1,0,1,0,1,1,23,3,5,1,6,6,0,8,10,1,0,2,5,6,0,0,3,0,1,5,1,4,3,2,1,1,0,0,2,4,2,0,8,13151
2014,7164,0,1,1,7,19,1,0,0,0,0,0,23,2,5,3,6,0,0,1,6,1,0,6,5,7,0,0,1,0,0,1,3,2,11,1,7,7,0,0,3,3,6,1,8,19043
2015,7164,0,1,1,7,19,1,0,0,0,0,0,22,2,5,0,6,0,0,1,6,1,0,7,1,7,0,0,1,0,0,1,5,2,11,1,7,7,0,0,3,3,6,1,8,19043
2016,7164,0,1,1,7,19,1,0,0,0,0,0,23,2,5,0,6,0,0,3,6,1,0,7,5,7,0,0,1,0,0,1,5,5,11,1,7,7,0,0,3,3,6,1,8,19043
2017,7164,0,1,1,7,19,1,0,0,0,0,0,23,1,5,0,6,0,0,2,2,1,0,7,3,6,0,0,1,0,0,1,1,2,12,1,7,7,0,0,3,3,6,1,8,19043
2014,7166,0,0,1,4,13,4,0,0,0,0,0,23,2,1,0,6,0,0,3,15,1,0,2,1,7,0,0,3,1,2,1,1,4,5,1,3,3,0,0,2,,9,2,8,13147
2015,7166,0,0,1,4,13,5,0,0,0,0,0,23,2,1,0,6,4,0,4,11,1,0,2,4,6,0,0,4,0,3,1,1,5,5,1,3,3,0,0,2,,9,3,8,13147
2016,7166,0,0,1,3,13,6,0,0,0,0,0,22,3,1,0,6,0,0,8,10,1,1,1,3,8,0,0,3,1,2,2,1,5,6,1,3,3,0,0,2,,9,3,8,13147
2017,7166,0,0,1,3,13,6,0,0,0,0,0,22,3,5,0,6,2,0,4,6,1,0,1,4,8,0,0,4,1,3,2,1,5,6,1,3,3,0,0,2,,9,3,8,13147
2014,7170,0,0,1,4,8,1,0,0,0,0,0,23,2,1,0,5,1,4,5,25,1,0,3,6,5,0,0,2,1,2,2,1,5,8,1,3,2,2,0,,4,8,2,8,8162
2015,7170,0,0,1,4,8,1,0,0,0,0,0,23,1,1,0,5,1,4,1,23,1,0,4,2,6,0,0,1,1,2,2,1,2,9,1,3,3,2,0,,4,8,2,8,8162
2016,7170,0,0,1,4,8,1,0,0,0,0,0,23,2,1,1,5,0,2,1,21,1,0,4,3,5,0,0,2,1,2,2,10,2,9,1,4,3,2,0,,4,8,2,8,8162
2017,7170,0,0,1,4,8,1,0,0,0,0,0,23,2,1,0,5,2,1,1,15,0,0,4,1,7,0,0,2,1,3,2,4,2,9,1,4,3,2,0,,4,8,2,8,8162
2014,7171,0,0,1,7,8,1,0,0,0,0,0,22,2,5,5,5,0,2,1,6,0,0,2,4,9,0,0,1,1,0,10,1,5,4,2,2,2,1,1,2,4,8,0,9,8012
2015,7171,0,0,1,7,8,1,0,0,0,0,0,23,1,1,6,5,0,2,1,11,0,0,3,2,7,0,0,1,1,0,10,1,4,5,2,2,2,1,1,2,4,8,0,9,8012
2016,7171,0,0,1,4,8,1,0,0,0,0,0,22,2,1,3,5,2,0,2,10,1,1,1,5,8,0,0,1,0,0,10,1,4,5,2,2,2,1,1,2,4,8,0,9,8012
2017,7171,0,0,1,4,8,1,0,0,0,0,0,22,2,1,2,5,5,2,2,11,1,0,1,4,8,0,0,1,1,1,10,1,4,5,2,3,2,1,1,2,4,8,0,8,8012
2014,7172,0,1,1,4,2,1,0,0,0,0,0,23,4,5,3,6,0,0,6,8,1,1,1,2,6,0,0,1,0,0,10,7,5,5,2,2,2,0,0,2,,1,1,8,2058
2015,7172,0,1,1,4,2,1,0,0,0,0,0,23,2,5,3,6,0,0,4,7,1,0,1,2,6,0,0,1,0,0,10,10,2,5,2,3,3,0,0,2,,1,1,8,2058
2016,7172,0,1,1,4,2,1,0,0,0,0,0,22,2,5,1,6,2,0,2,7,1,0,1,4,7,0,0,1,0,0,10,5,2,5,2,3,3,0,0,2,,1,1,8,2058
2017,7172,0,1,1,4,2,1,0,0,0,0,0,22,2,5,0,6,6,0,3,4,1,0,2,5,8,0,0,1,0,0,10,8,5,6,2,3,3,0,0,2,,1,1,8,2128
2017,7174,0,0,1,4,16,1,0,1,0,0,0,23,4,2,0,5,0,0,7,1,0,0,1,2,8,0,0,2,0,1,1,1,2,6,1,1,1,1,1,,5,2,2,8,16120
2014,7175,0,0,1,3,14,1,0,0,0,0,0,23,1,1,15,5,0,2,3,12,0,1,1,3,6,0,0,4,1,10,2,1,4,7,1,2,2,0,0,,1,7,0,8,14077
2015,7175,0,0,1,3,14,1,0,0,0,0,0,23,3,5,5,5,0,2,1,10,0,0,1,3,6,1,1,2,1,1,6,1,4,7,1,2,2,0,0,,1,7,0,8,14077
2016,7175,0,0,1,3,14,1,0,0,0,0,0,23,2,1,14,5,0,2,1,5,0,0,1,3,6,0,0,3,1,3,6,1,4,7,1,2,2,0,0,,1,7,0,8,14077
2017,7175,0,0,1,3,14,6,0,0,0,0,0,23,4,1,12,5,6,3,6,3,0,0,2,5,7,0,0,4,1,2,6,1,5,8,1,2,2,0,0,,1,7,0,8,14021
2014,7176,0,0,1,7,20,1,0,0,0,0,0,23,2,3,0,6,0,0,1,0,0,0,5,3,6,0,0,1,0,0,5,6,2,8,2,5,3,3,1,2,4,9,0,8,20082
2015,7176,0,0,2,4,20,1,0,0,0,0,0,23,3,3,0,6,0,0,2,0,0,1,1,4,6,0,0,1,0,0,10,2,2,9,2,5,4,3,1,2,4,9,0,8,20082
2016,7176,0,0,2,4,20,1,0,0,0,0,0,23,2,3,1,6,0,0,1,0,0,0,1,3,6,0,0,2,0,5,10,5,2,9,2,5,4,3,1,2,4,9,0,8,20082
2017,7176,0,0,2,4,20,1,0,0,0,0,0,23,1,3,0,6,0,0,1,0,0,0,1,1,6,0,0,2,0,4,10,2,2,9,2,5,4,3,1,2,4,9,0,8,20082
2014,7178,1,1,1,4,8,1,0,0,0,0,1,23,2,5,2,5,1,2,2,19,0,0,1,4,6,0,0,2,1,2,10,1,4,4,1,2,2,0,0,,,8,0,8,8145
2014,7181,0,0,1,4,8,1,0,0,1,0,0,23,2,5,1,5,2,0,1,5,0,0,2,2,6,0,0,3,0,4,10,8,5,5,1,3,3,0,0,2,3,8,1,9,8162
2015,7181,0,0,1,4,8,1,0,0,1,0,0,22,2,1,1,5,3,3,1,10,0,0,3,7,6,0,0,2,1,3,10,1,4,6,1,3,3,0,0,2,3,8,1,9,8162
2016,7181,0,0,1,4,8,1,0,0,1,0,0,22,2,1,3,5,2,2,1,13,0,0,3,3,6,0,0,3,1,3,1,1,5,6,1,3,3,0,0,2,3,8,0,9,8162
2017,7181,0,0,1,4,8,1,0,0,1,0,0,22,2,1,1,5,1,0,1,10,0,0,3,4,8,0,0,3,0,3,1,10,2,6,1,4,4,0,0,,4,8,0,9,8162
2014,7182,0,1,1,4,20,1,0,0,0,0,0,23,1,5,0,6,0,0,1,13,0,0,5,4,6,0,0,1,0,0,1,3,2,11,1,5,5,0,1,2,4,5,2,8,20208
2015,7182,0,1,1,4,20,1,0,0,0,0,0,22,2,5,0,6,0,0,2,9,0,0,5,3,6,0,0,0,0,0,1,6,2,11,1,5,5,0,1,2,4,5,2,8,20054
2016,7182,0,1,1,4,20,1,0,0,0,0,0,23,2,1,0,6,0,0,2,13,0,0,5,4,6,0,0,1,0,0,1,10,5,11,1,6,6,0,1,2,4,5,2,8,20054
2017,7182,0,1,1,3,20,1,0,0,0,0,0,24,2,1,0,6,1,0,1,11,1,1,1,0,3,0,0,1,0,0,1,1,2,12,1,6,6,0,1,2,4,5,2,8,20054
2014,7185,0,1,1,3,18,5,0,1,0,0,1,23,2,1,0,6,1,0,4,19,1,0,1,3,5,0,0,1,1,1,2,10,4,5,2,2,2,1,1,,4,5,1,8,18111
2015,7185,0,1,1,3,18,5,0,1,0,0,1,23,1,1,0,6,0,2,4,11,0,0,2,3,5,0,0,2,1,4,6,1,4,5,2,2,2,1,1,,4,5,1,8,18111
2016,7185,0,1,1,3,18,5,0,1,0,0,1,23,1,1,2,6,0,2,4,14,1,0,2,4,6,0,0,2,1,4,6,1,5,6,2,2,2,1,1,,4,5,1,8,18111
2017,7185,0,1,1,3,18,6,0,1,0,0,1,22,2,1,4,6,0,0,2,12,2,0,2,4,7,0,0,2,1,3,7,1,4,6,1,2,2,1,1,,4,5,2,8,18111
2014,7186,0,1,1,3,14,1,0,0,0,0,0,23,2,5,4,6,0,0,1,9,0,1,1,3,8,0,0,1,0,1,1,9,2,6,1,3,2,1,1,2,3,2,2,9,14105
2015,7186,0,1,1,3,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,8,0,0,1,3,6,0,0,1,0,1,1,9,2,7,1,3,3,1,1,2,3,2,2,8,14105
2016,7186,0,1,1,3,14,1,0,0,0,0,0,22,2,5,2,6,0,0,2,3,0,0,1,4,7,0,0,1,0,0,1,10,5,7,1,3,3,1,1,2,3,2,2,8,14105
2017,7186,0,1,1,3,14,1,0,0,0,0,0,23,1,5,0,6,0,0,1,5,0,0,2,2,6,0,0,1,0,2,1,1,5,7,1,3,3,1,1,2,3,2,2,8,14040
2014,7187,0,1,1,4,20,1,0,0,0,0,0,22,2,5,2,6,0,0,2,1,0,0,3,8,10,0,0,0,0,0,10,5,2,7,1,4,3,2,1,,3,5,2,8,20127
2015,7187,0,1,1,4,20,1,0,0,0,0,0,22,2,5,0,6,0,0,1,1,1,0,3,5,8,0,0,2,0,1,10,4,5,8,1,4,3,2,1,2,4,9,2,8,20127
2014,7188,0,0,1,4,10,1,0,1,0,1,0,23,1,5,0,6,0,0,1,22,3,0,2,2,6,0,0,0,0,0,10,3,5,6,1,3,3,0,0,,4,8,2,8,10008
2015,7188,0,0,1,4,10,1,0,1,0,1,0,23,2,5,0,6,0,0,3,32,2,0,2,2,5,0,0,1,0,0,1,4,4,6,1,4,4,0,0,,4,8,2,8,10008
2016,7188,0,0,1,3,10,1,0,1,0,1,0,23,1,5,0,6,3,0,3,31,3,1,1,5,6,0,0,1,1,0,1,9,5,7,1,4,4,0,0,,4,8,2,8,10008
2017,7188,0,0,1,3,10,1,0,1,0,1,0,23,3,5,2,6,0,0,5,23,2,0,1,2,5,0,0,1,0,0,1,10,5,7,1,4,4,0,0,,4,8,2,8,10155
2014,7191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,7191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,7191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,7191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,7195,0,1,1,3,20,6,0,1,0,0,0,23,3,1,0,6,0,0,1,5,0,0,1,2,6,0,0,1,0,0,7,9,5,10,1,5,2,6,3,2,3,3,0,8,20071
2015,7195,0,1,1,3,20,6,0,1,0,0,0,23,3,1,1,6,0,0,1,5,0,0,2,4,6,0,0,1,0,1,4,10,5,10,1,6,2,6,3,2,3,3,0,8,20071
2016,7195,0,1,1,3,20,6,0,1,0,0,0,22,3,5,2,6,0,0,1,5,0,0,2,4,6,0,0,1,0,0,4,1,5,11,1,6,2,6,3,2,3,3,0,8,20071
2017,7195,0,1,1,3,20,6,0,1,0,0,0,23,4,5,0,6,0,0,0,4,1,0,2,3,7,0,0,1,0,1,4,1,5,11,1,6,3,6,3,2,3,3,0,8,20071
2014,7196,0,1,1,4,13,1,0,0,0,0,0,22,1,5,0,1,0,0,2,3,2,0,2,5,10,2,2,1,0,2,1,1,5,8,1,4,3,1,1,2,4,6,3,10,13065
2015,7196,0,1,1,4,11,1,0,0,0,0,0,22,1,5,0,1,0,0,1,4,2,0,2,3,11,0,0,1,0,0,1,1,5,8,1,4,3,1,1,2,4,6,3,10,11182
